SeniorCitizen,tenure,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaymentMethod,MonthlyCharges,TotalCharges,gender_Female,gender_Male,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,PhoneService_Yes,PhoneService_No,PaperlessBilling_Yes,PaperlessBilling_No
0.0,0.375,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,1.0,0.4742628685657173,0.6487151273962273,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,0.4722222222222222,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.6666666666666666,0.6661669165417292,0.7345668606145952,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.4722222222222222,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.3108445777111445,0.634377433378587,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.05555555555555555,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.2583708145927036,0.3437659183259433,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.1111111111111111,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.6666666666666666,0.32333833083458274,0.4167290825181308,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.0,0.5138888888888888,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.010994502748625706,0.4822337015152892,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,0.4583333333333333,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6041979010494753,0.7069313818096885,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.0,0.08333333333333333,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.3333333333333333,0.6176911544227887,0.43065620224804385,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.6666666666666666,0.8260869565217392,0.9536195963997042,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.2638888888888889,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.3333333333333333,0.3628185907046477,0.5480341121593011,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,0.986111111111111,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.3333333333333333,0.8090954522738633,0.9398483745534374,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,0.5972222222222222,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.9200399800099952,0.8416416794932283,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.0,0.19444444444444442,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.00849575212393805,0.3755744176366531,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,0.9027777777777777,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.6666666666666666,0.8750624687656172,0.940928072175261,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,0.4444444444444444,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.8760619690154923,0.7763483506160506,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.027777777777777776,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.3333333333333333,0.5452273863068466,0.2920456103130007,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.3611111111111111,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.01599200399800102,0.4436081299273316,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.3055555555555555,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.7621189405297353,0.6740755161549034,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.875,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.8600699650174914,0.9238409737285465,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.05555555555555555,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.2653673163418291,0.3081362751202717,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,0.1388888888888889,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.016491754122938573,0.32058416229060505,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.013888888888888888,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.018490754622688677,0.1575043150536664,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.9722222222222222,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,1.0,0.49225387306346835,0.8404402976191754,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.013888888888888888,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.2688655672163919,0.20708195715552669,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.5277777777777778,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666669,0.7620507643184506,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.0,0.8055555555555555,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.7561219390304847,0.8831007004113463,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,0.2638888888888889,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.7121439280359821,0.6288652520251312,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.013888888888888888,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.270864567716142,0.20738609817404957,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.736111111111111,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9305347326336832,0.8938752893052365,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.8333333333333333,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.012493753123438284,0.5689161031225646,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,0.6388888888888888,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.3333333333333333,0.56071964017991,0.7780619623152396,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.6666666666666666,1.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.3333333333333333,0.10794602698650677,0.5992083392573295,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.016491754122938573,0.590695439518507,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,0.05555555555555555,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.6666666666666666,0.8240879560219891,0.4076813523606303,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,0.16666666666666666,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.01599200399800102,0.3557445605414027,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.08333333333333333,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.019490254872563728,0.27566491828322787,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.09722222222222221,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.015492253873063494,0.3010997725111482,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,0.013888888888888888,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.29885057471264376,0.2115465223203734,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,0.7638888888888888,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.9775112443778111,0.9177067257023844,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.18055555555555555,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.6666666666666666,0.5322338830584709,0.5284246139182325,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.7991004497751126,0.9465151471596426,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.0,0.8055555555555555,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.9190404797601202,0.9234517078344132,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.2222222222222222,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.35182408795602205,0.512828331471689,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.013993003498250917,0.5871124777455284,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.0,0.013888888888888888,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.5842078960519741,0.24637286210352471,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.05555555555555555,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.5972013993003499,0.3888333278969693,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.986111111111111,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.6811594202898551,0.9128999462799822,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,0.8472222222222222,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.06296851574212894,0.6086022939372188,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.013888888888888888,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.057471264367816105,0.16736914078298437,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.0,0.027777777777777776,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.01499250374812594,0.18890595597611298,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,0.9027777777777777,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.8930534732633684,0.9461241238683342,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.041666666666666664,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.55672163918041,0.3479388785813731,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.25,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.3333333333333333,0.2768615692153923,0.5088614314065419,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0,0.9722222222222222,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.9145427286356822,0.9666960004954985,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1.0,0.6527777777777778,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.3333333333333333,0.4872563718140931,0.7590892348610883,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.013888888888888888,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.26436781609195403,0.20639409733340458,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.7638888888888888,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.06946526736631684,0.5949008187839779,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.0,0.16666666666666666,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.01799100449775115,0.3595956609717643,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,0.4861111111111111,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.6286856571714143,0.7286438437040604,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.870064967516242,0.9645898754263992,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.013888888888888888,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.01899050474762623,0.15763883107404858,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,0.4305555555555555,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.6666666666666666,0.7071464267866068,0.7280840676098695,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.2777777777777778,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.636681659170415,0.6189769107850616,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.4305555555555555,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.7931034482758621,0.7476272202694139,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.607696151924038,0.8251857417451924,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.4722222222222222,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.6021989005497252,0.7159961241685613,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.0,0.736111111111111,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.6666666666666666,0.7516241879060471,0.858429130660265,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.875,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.20639680159920046,0.6958565852099652,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0,0.25,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.3333333333333333,0.7086456771614194,0.6234904648542335,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.9583333333333333,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.6666666666666666,0.8060969515242379,0.9362559752638628,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.0,0.375,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.004497751124437788,0.44102373716183624,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.4305555555555555,1.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.0,0.311344327836082,0.6107401557718215,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.0,0.4861111111111111,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6721639180409796,0.7495477798931353,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.3333333333333333,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.6666666666666666,0.5967016491754125,0.6445020013732257,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,0.041666666666666664,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,1.0,0.3153423288355822,0.306222881369727,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.71864067966017,0.9200823843654257,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.0,0.19444444444444442,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.006496751624187946,0.38694367877485575,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.5555555555555556,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.4517741129435283,0.715055084518317,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.4305555555555555,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.6666666666666666,0.7056471764117942,0.7292135199231676,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,0.09722222222222221,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.3493253373313344,0.4134640376589081,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.20833333333333331,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.30084957521239386,0.4910984333975279,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,0.41666666666666663,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.3333333333333333,0.5037481259370316,0.6696363256565315,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.7777777777777777,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.024987506246876567,0.5755907602942734,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0.0,0.5694444444444444,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.019490254872563728,0.5130088735580941,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.013888888888888888,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.16541729135432284,0.18982748921141834,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.3333333333333333,0.14442778610694654,0.42547794910437275,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0,0.05555555555555555,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.6136931534232883,0.39100131574929725,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.05555555555555555,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.55672163918041,0.37758494338189774,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.41666666666666663,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.8165917041479263,0.7374092958904807,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.861111111111111,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.2498750624687657,0.713761709207815,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.0,0.013888888888888888,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.6666666666666666,0.3628185907046477,0.22044216650316484,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,0.5694444444444444,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.6666666666666666,0.758120939530235,0.796298317351592,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.7083333333333333,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.6666666666666666,0.3093453273363318,0.7086727969080426,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
0.0,0.4305555555555555,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.16691654172913542,0.5527195653489104,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0,0.013888888888888888,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.07046476761619194,0.17040803805411314,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.9722222222222222,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.055472263868065974,0.6333175828596551,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,0.027777777777777776,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.6666666666666666,0.7511244377811095,0.3174552432250982,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,0.29166666666666663,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.766616691654173,0.6632590947410227,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.3055555555555555,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5627186406796603,0.616905867893666,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,0.986111111111111,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.6666666666666666,0.8065967016491755,0.9479495572666479,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,0.7638888888888888,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.6666666666666666,0.2613693153423289,0.7027326910719612,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.0029985007496252103,0.3954064816032631,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.6805555555555555,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.3333333333333333,0.41029485257371323,0.7372701689120414,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.027777777777777776,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.2713643178410795,0.25030431617622373,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.25,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.6666666666666666,0.6646676661669166,0.6146286537579292,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.3333333333333333,0.9190404797601202,0.9796308822953591,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.736111111111111,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.011994002998500758,0.5575334046904616,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.5416666666666666,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.168415792103948,0.5849084776016439,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,0.4861111111111111,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.34432783608195905,0.6542626750438886,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.55672163918041,0.6321257582869829,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,0.9305555555555555,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.013493253373313363,0.5788589094962417,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6596701649175414,0.8974820920583724,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,0.20833333333333331,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.6666666666666666,0.7591204397801101,0.5817658836088662,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.9583333333333333,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.3333333333333333,0.2523738130934533,0.7391054298426046,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
0.0,0.15277777777777776,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.3333333333333333,0.21689155422288856,0.41899577977400115,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.0,0.2361111111111111,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.6666666666666666,0.5792103948025988,0.5854776099215748,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.013888888888888888,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.014492753623188415,0.1564197999395455,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.5277777777777778,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.35782108945527247,0.6679968111537136,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,0.6527777777777778,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9470264867566218,0.8719796005950226,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.0,0.041666666666666664,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.4192903548225888,0.3318052715139103,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.9305555555555555,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07396301849075468,0.6370307861750039,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.2222222222222222,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.7206396801599201,0.6015288030102727,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
